L,a_x,a_y,alfa,omega,theta,time,v_x,v_x_noisy,v_y,v_y_noisy,x,y,||a||,||v||
10.068833,-4.938181,-5.014554,-0.698974,-0.158503,0.793072,6.830000,-1.119806,-1.053934,-1.137124,-1.215876,7.174163,-7.064898,7.037853,1.595938
10.068944,-4.938451,-4.998954,-0.697882,-0.165492,0.791487,6.840000,-1.171081,-1.307813,-1.185428,-1.195826,7.163034,-7.076338,7.026937,1.666335
10.069059,-4.938679,-4.982665,-0.696740,-0.172471,0.789832,6.850000,-1.222522,-1.216896,-1.233411,-1.270918,7.151396,-7.088264,7.015519,1.736624
10.069179,-4.938860,-4.965689,-0.695548,-0.179439,0.788107,6.860000,-1.274136,-1.275374,-1.281057,-1.278422,7.139245,-7.100672,7.003599,1.806801
10.069304,-4.938985,-4.948025,-0.694306,-0.186394,0.786313,6.870000,-1.325926,-1.347848,-1.328353,-1.300486,7.126580,-7.113560,6.991175,1.876860
10.069433,-4.939048,-4.929677,-0.693013,-0.193337,0.784449,6.880000,-1.377900,-1.278370,-1.375285,-1.358821,7.113400,-7.126922,6.978245,1.946797
10.069567,-4.939040,-4.910644,-0.691669,-0.200267,0.782515,6.890000,-1.430061,-1.529013,-1.421839,-1.407687,7.099702,-7.140757,6.964808,2.016606
10.069705,-4.938955,-4.890929,-0.690274,-0.207184,0.780513,6.900000,-1.482414,-1.364079,-1.468000,-1.385878,7.085485,-7.155059,6.950860,2.086283
10.069848,-4.938782,-4.870533,-0.688829,-0.214087,0.778441,6.910000,-1.534965,-1.579278,-1.513753,-1.473090,7.070746,-7.169826,6.936401,2.155822
10.069995,-4.938515,-4.849458,-0.687332,-0.220975,0.776300,6.920000,-1.587718,-1.451966,-1.559086,-1.519514,7.055483,-7.185052,6.921429,2.225218
10.070147,-4.938144,-4.827706,-0.685783,-0.227848,0.774090,6.930000,-1.640676,-1.658245,-1.603983,-1.422285,7.039695,-7.200734,6.905940,2.294467
10.070303,-4.937660,-4.805279,-0.684183,-0.234706,0.771812,6.940000,-1.693844,-1.776373,-1.648431,-1.610162,7.023378,-7.216867,6.889934,2.363563
10.070464,-4.937054,-4.782179,-0.682531,-0.241548,0.769465,6.950000,-1.747225,-1.547786,-1.692414,-1.751459,7.006532,-7.233446,6.873408,2.432501
10.070628,-4.936317,-4.758408,-0.680827,-0.248373,0.767049,6.960000,-1.800823,-1.838189,-1.735920,-1.591266,6.989154,-7.250468,6.856360,2.501276
10.070797,-4.935439,-4.733968,-0.679071,-0.255182,0.764565,6.970000,-1.854642,-1.919456,-1.778933,-1.726996,6.971241,-7.267926,6.838787,2.569883
10.070970,-4.934409,-4.708863,-0.677262,-0.261972,0.762013,6.980000,-1.908683,-1.884593,-1.821439,-1.932915,6.952791,-7.285817,6.820688,2.638316
10.071147,-4.933218,-4.683095,-0.675401,-0.268745,0.759394,6.990000,-1.962950,-1.880967,-1.863425,-1.929891,6.933803,-7.304135,6.802060,2.706571
10.071329,-4.931856,-4.656668,-0.673486,-0.275499,0.756706,7.000000,-2.017445,-2.121064,-1.904875,-1.928328,6.914273,-7.322875,6.782901,2.774641
10.071514,-4.930310,-4.629583,-0.671519,-0.282234,0.753951,7.010000,-2.072170,-2.015662,-1.945776,-2.129886,6.894199,-7.342031,6.763209,2.842522
10.071703,-4.928572,-4.601844,-0.669498,-0.288949,0.751129,7.020000,-2.127127,-2.156439,-1.986114,-1.859930,6.873579,-7.361598,6.742981,2.910209
10.071896,-4.926629,-4.573456,-0.667423,-0.295644,0.748239,7.030000,-2.182317,-2.030602,-2.025874,-1.779495,6.852410,-7.381570,6.722214,2.977696
10.072093,-4.924470,-4.544421,-0.665294,-0.302318,0.745283,7.040000,-2.237742,-2.031892,-2.065043,-1.979394,6.830691,-7.401941,6.700908,3.044978
10.072294,-4.922084,-4.514743,-0.663112,-0.308971,0.742260,7.050000,-2.293402,-2.373401,-2.103605,-2.083432,6.808418,-7.422705,6.679058,3.112049
10.072499,-4.919459,-4.484427,-0.660875,-0.315602,0.739170,7.060000,-2.349299,-2.395413,-2.141548,-2.322204,6.785589,-7.443857,6.656663,3.178904
10.072707,-4.916584,-4.453476,-0.658584,-0.322211,0.736014,7.070000,-2.405431,-2.372702,-2.178857,-2.214173,6.762202,-7.465390,6.633720,3.245538
10.072919,-4.913446,-4.421896,-0.656238,-0.328797,0.732792,7.080000,-2.461800,-2.417618,-2.215517,-2.268410,6.738255,-7.487297,6.610228,3.311945
10.073134,-4.910032,-4.389691,-0.653836,-0.335359,0.729504,7.090000,-2.518405,-2.530079,-2.251516,-2.344495,6.713744,-7.509572,6.586183,3.378119
10.073353,-4.906332,-4.356865,-0.651380,-0.341898,0.726150,7.100000,-2.575245,-2.689623,-2.286840,-2.211728,6.688667,-7.532209,6.561583,3.444056
10.073575,-4.902331,-4.323425,-0.648868,-0.348411,0.722731,7.110000,-2.632318,-2.505443,-2.321474,-2.238472,6.663023,-7.555200,6.536425,3.509749
10.073801,-4.898018,-4.289376,-0.646301,-0.354900,0.719247,7.120000,-2.689624,-3.007942,-2.355404,-2.451029,6.636808,-7.578538,6.510709,3.575193
10.074030,-4.893379,-4.254724,-0.643678,-0.361363,0.715698,7.130000,-2.747161,-3.073450,-2.388618,-2.208309,6.610020,-7.602217,6.484430,3.640383
10.074262,-4.888402,-4.219473,-0.640998,-0.367800,0.712085,7.140000,-2.804927,-2.764227,-2.421101,-2.602972,6.582657,-7.626230,6.457587,3.705313
10.074497,-4.883073,-4.183632,-0.638263,-0.374210,0.708407,7.150000,-2.862918,-2.613962,-2.452840,-2.522328,6.554716,-7.650568,6.430177,3.769977
10.074735,-4.877379,-4.147205,-0.635471,-0.380593,0.704665,7.160000,-2.921133,-2.929226,-2.483822,-2.397181,6.526196,-7.675224,6.402198,3.834369
10.074977,-4.871307,-4.110201,-0.632622,-0.386947,0.700859,7.170000,-2.979568,-3.007393,-2.514032,-2.666739,6.497093,-7.700191,6.373648,3.898485
10.075221,-4.864844,-4.072627,-0.629716,-0.393273,0.696989,7.180000,-3.038219,-3.124429,-2.543459,-2.499850,6.467405,-7.725461,6.344525,3.962317
10.075468,-4.857975,-4.034489,-0.626753,-0.399571,0.693057,7.190000,-3.097082,-3.152912,-2.572089,-2.722606,6.437131,-7.751026,6.314826,4.025861
10.075718,-4.850688,-3.995795,-0.623732,-0.405838,0.689061,7.200000,-3.156154,-3.159029,-2.599908,-2.734267,6.406268,-7.776877,6.284549,4.089111
10.075970,-4.842969,-3.956554,-0.620654,-0.412075,0.685002,7.210000,-3.215428,-3.363820,-2.626904,-2.527410,6.374813,-7.803008,6.253692,4.152060
10.076225,-4.834803,-3.916774,-0.617518,-0.418282,0.680882,7.220000,-3.274901,-3.195722,-2.653065,-2.512132,6.342766,-7.829409,6.222253,4.214704
10.076483,-4.826177,-3.876463,-0.614324,-0.424457,0.676699,7.230000,-3.334566,-3.166303,-2.678377,-2.716176,6.310123,-7.856072,6.190230,4.277036
10.076743,-4.817078,-3.835631,-0.611073,-0.430600,0.672454,7.240000,-3.394418,-3.172873,-2.702828,-2.632316,6.276882,-7.882988,6.157621,4.339050
10.077006,-4.807491,-3.794286,-0.607762,-0.436711,0.668148,7.250000,-3.454451,-3.504381,-2.726406,-2.761263,6.243042,-7.910149,6.124425,4.400741
10.077270,-4.797403,-3.752439,-0.604394,-0.442789,0.663781,7.260000,-3.514657,-3.467006,-2.749099,-2.836180,6.208602,-7.937546,6.090638,4.462102
10.077537,-4.786799,-3.710100,-0.600966,-0.448833,0.659353,7.270000,-3.575029,-3.590225,-2.770895,-2.738811,6.173558,-7.965170,6.056260,4.523129
10.077806,-4.775666,-3.667279,-0.597480,-0.454842,0.654865,7.280000,-3.635561,-3.776161,-2.791781,-2.733119,6.137909,-7.993012,6.021289,4.583813
10.078077,-4.763990,-3.623986,-0.593935,-0.460817,0.650317,7.290000,-3.696244,-3.683619,-2.811747,-2.692079,6.101654,-8.021063,5.985723,4.644151
10.078350,-4.751757,-3.580233,-0.590331,-0.466757,0.645708,7.300000,-3.757070,-3.756682,-2.830781,-2.890750,6.064791,-8.049313,5.949560,4.704136
10.078625,-4.738954,-3.536031,-0.586667,-0.472660,0.641041,7.310000,-3.818030,-3.637071,-2.848872,-3.086670,6.027319,-8.077753,5.912800,4.763761
10.078901,-4.725567,-3.491392,-0.582945,-0.478527,0.636314,7.320000,-3.879115,-3.962590,-2.866008,-2.789385,5.989236,-8.106374,5.875440,4.823022
10.079179,-4.711581,-3.446328,-0.579162,-0.484356,0.631529,7.330000,-3.940316,-3.628656,-2.882180,-2.912569,5.950540,-8.135166,5.837480,4.881911
10.079459,-4.696984,-3.400852,-0.575320,-0.490148,0.626685,7.340000,-4.001623,-4.001956,-2.897376,-2.787951,5.911232,-8.164118,5.798918,4.940422
10.079740,-4.681762,-3.354976,-0.571419,-0.495901,0.621784,7.350000,-4.063026,-4.049513,-2.911586,-2.826381,5.871308,-8.193222,5.759753,4.998551
10.080022,-4.665901,-3.308714,-0.567458,-0.501615,0.616825,7.360000,-4.124513,-4.208707,-2.924801,-2.754280,5.830769,-8.222468,5.719985,5.056290
10.080306,-4.649389,-3.262079,-0.563436,-0.507290,0.611809,7.370000,-4.186075,-4.617259,-2.937011,-2.978443,5.789614,-8.251844,5.679611,5.113634
10.080590,-4.632213,-3.215086,-0.559355,-0.512924,0.606736,7.380000,-4.247699,-4.637616,-2.948205,-2.997760,5.747841,-8.281342,5.638632,5.170576
10.080876,-4.614359,-3.167748,-0.555214,-0.518517,0.601607,7.390000,-4.309373,-4.448024,-2.958376,-2.922596,5.705451,-8.310951,5.597047,5.227111
10.081163,-4.595815,-3.120081,-0.551013,-0.524070,0.596421,7.400000,-4.371087,-4.406869,-2.967514,-2.969814,5.662441,-8.340660,5.554855,5.283231
10.081451,-4.576567,-3.072099,-0.546752,-0.529580,0.591181,7.410000,-4.432826,-4.257371,-2.975610,-3.128438,5.618813,-8.370459,5.512056,5.338932
10.081739,-4.556605,-3.023818,-0.542431,-0.535047,0.585885,7.420000,-4.494578,-4.406828,-2.982656,-3.053852,5.574566,-8.400338,5.468649,5.394207
10.082028,-4.535915,-2.975254,-0.538050,-0.540472,0.580534,7.430000,-4.556330,-4.653581,-2.988645,-2.842845,5.529699,-8.430286,5.424635,5.449050
10.082318,-4.514486,-2.926424,-0.533609,-0.545852,0.575130,7.440000,-4.618068,-5.015182,-2.993569,-2.937167,5.484213,-8.460292,5.380013,5.503454
10.082608,-4.492305,-2.877343,-0.529107,-0.551188,0.569671,7.450000,-4.679778,-4.632497,-2.997420,-2.737725,5.438107,-8.490346,5.334783,5.557414
10.082898,-4.469362,-2.828029,-0.524546,-0.556479,0.564159,7.460000,-4.741446,-5.142026,-3.000192,-3.248499,5.391382,-8.520436,5.288946,5.610924
10.083189,-4.445646,-2.778499,-0.519925,-0.561725,0.558595,7.470000,-4.803057,-4.879840,-3.001879,-2.899873,5.344039,-8.550553,5.242502,5.663976
10.083480,-4.421145,-2.728771,-0.515244,-0.566924,0.552977,7.480000,-4.864595,-5.010698,-3.002473,-3.064937,5.296077,-8.580684,5.195451,5.716566
10.083770,-4.395848,-2.678863,-0.510503,-0.572076,0.547308,7.490000,-4.926046,-4.705702,-3.001969,-3.144445,5.247497,-8.610819,5.147795,5.768687
10.084061,-4.369747,-2.628793,-0.505702,-0.577181,0.541587,7.500000,-4.987394,-4.477063,-3.000363,-2.977918,5.198301,-8.640946,5.099533,5.820333
10.084352,-4.342830,-2.578580,-0.500842,-0.582238,0.535815,7.510000,-5.048622,-5.321055,-2.997648,-2.712097,5.148489,-8.671056,5.050668,5.871497
10.084642,-4.315088,-2.528243,-0.495922,-0.587247,0.529993,7.520000,-5.109715,-5.017809,-2.993821,-3.181348,5.098062,-8.701135,5.001199,5.922174
10.084931,-4.286511,-2.477802,-0.490943,-0.592206,0.524121,7.530000,-5.170655,-5.379147,-2.988878,-2.805160,5.047023,-8.731174,4.951129,5.972358
10.085221,-4.257092,-2.427276,-0.485905,-0.597116,0.518199,7.540000,-5.231425,-5.220342,-2.982814,-2.868031,4.995371,-8.761161,4.900459,6.022042
10.085509,-4.226821,-2.376685,-0.480808,-0.601975,0.512227,7.550000,-5.292009,-5.186288,-2.975626,-3.122460,4.943110,-8.791084,4.849191,6.071220
10.085797,-4.195691,-2.326050,-0.475652,-0.606783,0.506208,7.560000,-5.352389,-5.798452,-2.967313,-2.731026,4.890240,-8.820933,4.797325,6.119887
10.086084,-4.163693,-2.275392,-0.470437,-0.611539,0.500140,7.570000,-5.412547,-5.505851,-2.957871,-2.896969,4.836764,-8.850695,4.744865,6.168036
10.086370,-4.130821,-2.224731,-0.465164,-0.616244,0.494024,7.580000,-5.472465,-5.579291,-2.947298,-2.772763,4.782684,-8.880360,4.691813,6.215661
10.086655,-4.097068,-2.174089,-0.459832,-0.620895,0.487862,7.590000,-5.532124,-5.623000,-2.935594,-3.025610,4.728003,-8.909916,4.638171,6.262756
10.086939,-4.062427,-2.123486,-0.454443,-0.625494,0.481653,7.600000,-5.591507,-5.638624,-2.922757,-2.882822,4.672722,-8.939352,4.583940,6.309315
10.087222,-4.026893,-2.072946,-0.448996,-0.630038,0.475398,7.610000,-5.650593,-5.610226,-2.908788,-2.985597,4.616845,-8.968656,4.529125,6.355332
10.087503,-3.990460,-2.022490,-0.443492,-0.634528,0.469098,7.620000,-5.709365,-5.246899,-2.893685,-2.624732,4.560375,-8.997816,4.473728,6.400802
10.087783,-3.953124,-1.972141,-0.437931,-0.638963,0.462752,7.630000,-5.767804,-5.748975,-2.877451,-2.790539,4.503315,-9.026822,4.417752,6.445718
10.088061,-3.914881,-1.921920,-0.432313,-0.643342,0.456363,7.640000,-5.825889,-5.903380,-2.860085,-2.805272,4.445668,-9.055661,4.361200,6.490074
10.088337,-3.875725,-1.871851,-0.426639,-0.647665,0.449929,7.650000,-5.883601,-5.916266,-2.841591,-3.053475,4.387438,-9.084323,4.304076,6.533865
10.088611,-3.835655,-1.821957,-0.420909,-0.651932,0.443453,7.660000,-5.940921,-6.234870,-2.821969,-3.089103,4.328628,-9.112797,4.246384,6.577085
10.088884,-3.794667,-1.772260,-0.415123,-0.656141,0.436933,7.670000,-5.997828,-6.522595,-2.801224,-2.773873,4.269242,-9.141069,4.188127,6.619728
10.089154,-3.752760,-1.722785,-0.409282,-0.660292,0.430372,7.680000,-6.054303,-6.000376,-2.779357,-2.763211,4.209285,-9.169130,4.129309,6.661788
10.089423,-3.709931,-1.673553,-0.403386,-0.664385,0.423769,7.690000,-6.110326,-5.690684,-2.756374,-2.586010,4.148761,-9.196968,4.069935,6.703259
10.089689,-3.666180,-1.624590,-0.397436,-0.668419,0.417125,7.700000,-6.165876,-5.695496,-2.732278,-2.709174,4.087675,-9.224572,4.010009,6.744136
10.089952,-3.621507,-1.575919,-0.391433,-0.672393,0.410441,7.710000,-6.220933,-6.567068,-2.707075,-2.603883,4.026030,-9.251930,3.949536,6.784413
10.090213,-3.575911,-1.527564,-0.385375,-0.676307,0.403717,7.720000,-6.275477,-6.351218,-2.680769,-2.889753,3.963833,-9.279032,3.888520,6.824085
10.090472,-3.529393,-1.479548,-0.379265,-0.680161,0.396954,7.730000,-6.329488,-6.463162,-2.653368,-2.446667,3.901088,-9.305866,3.826967,6.863146
