L,a_x,a_y,alfa,omega,theta,time,v_x,v_x_noisy,v_y,v_y_noisy,x,y,||a||,||v||
10.098097,0.076660,-0.000593,0.007592,-0.763641,-0.007739,1.660000,-7.711094,-8.389414,0.059676,0.057176,-0.078147,-10.097795,0.076662,7.711325
10.098088,0.152287,-0.002342,0.015083,-0.763565,-0.015375,1.670000,-7.709640,-7.929522,0.118547,0.122477,-0.155255,-10.096895,0.152305,7.710551
10.098074,0.227871,-0.005244,0.022572,-0.763415,-0.023011,1.680000,-7.706977,-7.694337,0.177376,0.185902,-0.232346,-10.095401,0.227931,7.709017
10.098054,0.303386,-0.009300,0.030058,-0.763189,-0.030645,1.690000,-7.703104,-8.280947,0.236136,0.224567,-0.309407,-10.093313,0.303529,7.706723
10.098028,0.378808,-0.014507,0.037541,-0.762888,-0.038277,1.700000,-7.698025,-7.681505,0.294801,0.282828,-0.386428,-10.090632,0.379085,7.703668
10.097997,0.454111,-0.020861,0.045018,-0.762513,-0.045906,1.710000,-7.691741,-7.278976,0.353344,0.378314,-0.463394,-10.087359,0.454590,7.699853
10.097959,0.529271,-0.028359,0.052489,-0.762063,-0.053531,1.720000,-7.684256,-7.654007,0.411739,0.335458,-0.540296,-10.083495,0.530030,7.695279
10.097917,0.604262,-0.036998,0.059952,-0.761538,-0.061152,1.730000,-7.675572,-7.611666,0.469960,0.452076,-0.617119,-10.079042,0.605394,7.689946
10.097868,0.679061,-0.046771,0.067407,-0.760938,-0.068767,1.740000,-7.665694,-7.792562,0.527979,0.492914,-0.693853,-10.074002,0.680670,7.683855
10.097814,0.753642,-0.057673,0.074852,-0.760264,-0.076376,1.750000,-7.654627,-6.964266,0.585772,0.620114,-0.770485,-10.068376,0.755846,7.677007
10.097754,0.827982,-0.069697,0.082287,-0.759516,-0.083979,1.760000,-7.642375,-7.230448,0.643312,0.653198,-0.847003,-10.062168,0.830910,7.669403
10.097689,0.902056,-0.082837,0.089709,-0.758693,-0.091574,1.770000,-7.628945,-7.457685,0.700574,0.740535,-0.923396,-10.055380,0.905851,7.661045
10.097618,0.975840,-0.097084,0.097118,-0.757796,-0.099161,1.780000,-7.614343,-8.446853,0.757531,0.746099,-0.999651,-10.048014,0.980657,7.651932
10.097542,1.049311,-0.112430,0.104512,-0.756825,-0.106739,1.790000,-7.598575,-7.388979,0.814159,0.861343,-1.075757,-10.040074,1.055317,7.642068
10.097460,1.122446,-0.128866,0.111891,-0.755779,-0.114307,1.800000,-7.581650,-7.242473,0.870432,0.852263,-1.151702,-10.031564,1.129819,7.631453
10.097372,1.195221,-0.146381,0.119254,-0.754661,-0.121865,1.810000,-7.563575,-7.094751,0.926326,0.978029,-1.227474,-10.022487,1.204152,7.620089
10.097280,1.267615,-0.164966,0.126599,-0.753468,-0.129412,1.820000,-7.544359,-7.822265,0.981816,0.990603,-1.303062,-10.012846,1.278304,7.607977
10.097182,1.339603,-0.184609,0.133925,-0.752202,-0.136946,1.830000,-7.524011,-6.874488,1.036876,1.043150,-1.378454,-10.002647,1.352264,7.595121
10.097078,1.411165,-0.205299,0.141231,-0.750863,-0.144468,1.840000,-7.502540,-7.663585,1.091484,1.149552,-1.453640,-9.991893,1.426021,7.581520
10.096969,1.482279,-0.227023,0.148516,-0.749450,-0.151977,1.850000,-7.479957,-7.030626,1.145615,1.137225,-1.528607,-9.980589,1.499564,7.567179
10.096855,1.552924,-0.249768,0.155779,-0.747965,-0.159472,1.860000,-7.456272,-7.862281,1.199246,1.236001,-1.603345,-9.968740,1.572881,7.552098
10.096736,1.623078,-0.273521,0.163019,-0.746408,-0.166951,1.870000,-7.431495,-7.062163,1.252354,1.179027,-1.677842,-9.956351,1.645963,7.536280
10.096612,1.692721,-0.298267,0.170235,-0.744777,-0.174415,1.880000,-7.405640,-7.058112,1.304916,1.354972,-1.752088,-9.943428,1.718799,7.519728
10.096482,1.761834,-0.323992,0.177426,-0.743075,-0.181863,1.890000,-7.378716,-7.136263,1.356908,1.343659,-1.826072,-9.929975,1.791377,7.502443
10.096348,1.830397,-0.350681,0.184590,-0.741301,-0.189294,1.900000,-7.350738,-6.645892,1.408310,1.523708,-1.899783,-9.916000,1.863687,7.484430
10.096208,1.898390,-0.378318,0.191727,-0.739455,-0.196707,1.910000,-7.321718,-6.977314,1.459100,1.359403,-1.973210,-9.901508,1.935719,7.465690
10.096064,1.965795,-0.406887,0.198836,-0.737538,-0.204101,1.920000,-7.291669,-6.934856,1.509255,1.688025,-2.046343,-9.886505,2.007463,7.446226
10.095915,2.032594,-0.436371,0.205916,-0.735549,-0.211477,1.930000,-7.260604,-7.634402,1.558756,1.579894,-2.119172,-9.870998,2.078908,7.426042
10.095760,2.098770,-0.466753,0.212965,-0.733490,-0.218832,1.940000,-7.228539,-7.266683,1.607581,1.495324,-2.191687,-9.854993,2.150045,7.405140
10.095602,2.164305,-0.498015,0.219983,-0.731360,-0.226167,1.950000,-7.195487,-7.476349,1.655710,1.697850,-2.263877,-9.838498,2.220864,7.383523
10.095438,2.229183,-0.530140,0.226969,-0.729161,-0.233481,1.960000,-7.161464,-7.600677,1.703124,1.819891,-2.335733,-9.821518,2.291354,7.361195
10.095270,2.293387,-0.563108,0.233922,-0.726891,-0.240772,1.970000,-7.126484,-6.419781,1.749804,1.784078,-2.407245,-9.804063,2.361507,7.338160
10.095098,2.356904,-0.596901,0.240841,-0.724552,-0.248041,1.980000,-7.090563,-6.486652,1.795731,1.756265,-2.478403,-9.786139,2.431313,7.314419
10.094921,2.419716,-0.631500,0.247725,-0.722143,-0.255287,1.990000,-7.053717,-7.207486,1.840886,1.654418,-2.549198,-9.767754,2.500764,7.289979
10.094739,2.481811,-0.666885,0.254573,-0.719666,-0.262508,2.000000,-7.015962,-6.502897,1.885252,1.937954,-2.619621,-9.748915,2.569849,7.264840
10.094554,2.543175,-0.703036,0.261384,-0.717120,-0.269705,2.010000,-6.977316,-7.139932,1.928812,1.888163,-2.689663,-9.729631,2.638560,7.239009
10.094364,2.603793,-0.739933,0.268158,-0.714506,-0.276876,2.020000,-6.937793,-7.460808,1.971548,2.078262,-2.759315,-9.709911,2.706888,7.212487
10.094170,2.663655,-0.777556,0.274894,-0.711825,-0.284021,2.030000,-6.897412,-6.724014,2.013444,2.209514,-2.828567,-9.689761,2.774824,7.185281
10.093972,2.722748,-0.815882,0.281590,-0.709076,-0.291139,2.040000,-6.856191,-6.692573,2.054485,2.072471,-2.897412,-9.669192,2.842361,7.157392
10.093770,2.781060,-0.854892,0.288246,-0.706260,-0.298230,2.050000,-6.814145,-6.535743,2.094655,2.036336,-2.965841,-9.648211,2.909490,7.128826
10.093564,2.838581,-0.894564,0.294861,-0.703378,-0.305293,2.060000,-6.771294,-6.841611,2.133939,2.227429,-3.033846,-9.626827,2.976203,7.099586
10.093354,2.895300,-0.934877,0.301435,-0.700429,-0.312326,2.070000,-6.727655,-6.945611,2.172324,2.366111,-3.101419,-9.605050,3.042492,7.069677
10.093141,2.951209,-0.975808,0.307967,-0.697415,-0.319331,2.080000,-6.683246,-6.222860,2.209794,2.176206,-3.168552,-9.582889,3.108350,7.039103
10.092924,3.006299,-1.017336,0.314455,-0.694335,-0.326305,2.090000,-6.638086,-6.332833,2.246338,2.154409,-3.235237,-9.560353,3.173768,7.007869
10.092703,3.060560,-1.059438,0.320899,-0.691190,-0.333248,2.100000,-6.592194,-6.777271,2.281943,2.278742,-3.301468,-9.537451,3.238740,6.975979
10.092479,3.113985,-1.102093,0.327299,-0.687981,-0.340160,2.110000,-6.545587,-6.764717,2.316595,2.239009,-3.367235,-9.514192,3.303258,6.943437
10.092252,3.166568,-1.145277,0.333654,-0.684708,-0.347040,2.120000,-6.498285,-6.525507,2.350285,2.411994,-3.432534,-9.490588,3.367316,6.910249
10.092021,3.218302,-1.188969,0.339962,-0.681372,-0.353887,2.130000,-6.450306,-6.452067,2.383000,2.252804,-3.497356,-9.466646,3.430906,6.876419
10.091787,3.269181,-1.233145,0.346224,-0.677972,-0.360701,2.140000,-6.401670,-6.068972,2.414730,2.416394,-3.561695,-9.442378,3.494022,6.841951
10.091550,3.319200,-1.277784,0.352439,-0.674510,-0.367481,2.150000,-6.352395,-6.016785,2.445465,2.638084,-3.625544,-9.417793,3.556659,6.806851
10.091311,3.368354,-1.322862,0.358606,-0.670986,-0.374226,2.160000,-6.302501,-6.608099,2.475197,2.526163,-3.688897,-9.392901,3.618808,6.771124
10.091068,3.416639,-1.368357,0.364725,-0.667399,-0.380935,2.170000,-6.252007,-6.164173,2.503915,2.404118,-3.751748,-9.367712,3.680465,6.734774
10.090822,3.464053,-1.414245,0.370795,-0.663752,-0.387609,2.180000,-6.200931,-6.388322,2.531612,2.738730,-3.814092,-9.342238,3.741624,6.697806
10.090574,3.510591,-1.460505,0.376815,-0.660044,-0.394247,2.190000,-6.149294,-6.055554,2.558280,2.517872,-3.875921,-9.316487,3.802279,6.660226
10.090324,3.556252,-1.507113,0.382785,-0.656276,-0.400847,2.200000,-6.097114,-6.325394,2.583911,2.626800,-3.937232,-9.290470,3.862424,6.622039
10.090071,3.601035,-1.554047,0.388704,-0.652448,-0.407410,2.210000,-6.044411,-6.433540,2.608499,2.475466,-3.998017,-9.264199,3.922055,6.583249
10.089815,3.644938,-1.601284,0.394573,-0.648561,-0.413935,2.220000,-5.991203,-5.789605,2.632039,2.750780,-4.058273,-9.237683,3.981166,6.543863
10.089557,3.687960,-1.648801,0.400389,-0.644616,-0.420420,2.230000,-5.937511,-5.736649,2.654523,2.721504,-4.117994,-9.210933,4.039752,6.503885
10.089297,3.730103,-1.696577,0.406154,-0.640612,-0.426866,2.240000,-5.883352,-5.778394,2.675947,2.873342,-4.177176,-9.183960,4.097809,6.463321
10.089035,3.771366,-1.744588,0.411866,-0.636550,-0.433273,2.250000,-5.828746,-5.786825,2.696307,2.731929,-4.235813,-9.156775,4.155332,6.422176
10.088771,3.811751,-1.792813,0.417525,-0.632431,-0.439638,2.260000,-5.773711,-5.593234,2.715598,2.802471,-4.293902,-9.129387,4.212318,6.380456
10.088505,3.851259,-1.841229,0.423131,-0.628256,-0.445962,2.270000,-5.718268,-5.906597,2.733818,2.708737,-4.351438,-9.101809,4.268761,6.338166
10.088238,3.889893,-1.889814,0.428683,-0.624025,-0.452245,2.280000,-5.662433,-5.223988,2.750962,2.923786,-4.408418,-9.074051,4.324658,6.295311
10.087969,3.927655,-1.938547,0.434181,-0.619738,-0.458485,2.290000,-5.606227,-5.769161,2.767029,2.683583,-4.464836,-9.046123,4.380005,6.251898
10.087698,3.964549,-1.987406,0.439624,-0.615396,-0.464683,2.300000,-5.549666,-5.223037,2.782016,2.997333,-4.520691,-9.018037,4.434798,6.207931
10.087426,4.000579,-2.036370,0.445013,-0.611000,-0.470837,2.310000,-5.492770,-5.662386,2.795923,2.760771,-4.575979,-8.989804,4.489035,6.163417
10.087152,4.035749,-2.085416,0.450346,-0.606550,-0.476947,2.320000,-5.435557,-5.746776,2.808747,2.757066,-4.630695,-8.961434,4.542712,6.118361
10.086877,4.070063,-2.134525,0.455624,-0.602046,-0.483012,2.330000,-5.378043,-5.625897,2.820489,2.553002,-4.684837,-8.932939,4.595825,6.072768
10.086601,4.103527,-2.183676,0.460846,-0.597490,-0.489032,2.340000,-5.320249,-5.412764,2.831149,2.884552,-4.738403,-8.904329,4.648373,6.026645
10.086325,4.136147,-2.232847,0.466012,-0.592882,-0.495007,2.350000,-5.262189,-4.751640,2.840727,2.722647,-4.791389,-8.875615,4.700353,5.979997
10.086047,4.167928,-2.282019,0.471122,-0.588222,-0.500936,2.360000,-5.203883,-5.249250,2.849223,2.891788,-4.843793,-8.846808,4.751761,5.932830
10.085768,4.198877,-2.331171,0.476176,-0.583510,-0.506818,2.370000,-5.145347,-5.284289,2.856640,3.046923,-4.895612,-8.817919,4.802596,5.885150
10.085489,4.229002,-2.380284,0.481172,-0.578749,-0.512654,2.380000,-5.086598,-4.893059,2.862980,2.808993,-4.946845,-8.788959,4.852855,5.836962
10.085209,4.258308,-2.429338,0.486112,-0.573937,-0.518441,2.390000,-5.027652,-4.960665,2.868243,3.101265,-4.997489,-8.759939,4.902537,5.788273
10.084929,4.286805,-2.478314,0.490994,-0.569076,-0.524180,2.400000,-4.968526,-5.155751,2.872434,2.716310,-5.047543,-8.730870,4.951640,5.739088
10.084648,4.314500,-2.527192,0.495819,-0.564166,-0.529871,2.410000,-4.909237,-4.813442,2.875556,2.801673,-5.097004,-8.701762,5.000161,5.689413
10.084367,4.341402,-2.575955,0.500587,-0.559208,-0.535513,2.420000,-4.849799,-4.708115,2.877611,2.896297,-5.145872,-8.672627,5.048100,5.639255
10.084085,4.367519,-2.624584,0.505297,-0.554202,-0.541105,2.430000,-4.790228,-4.909666,2.878604,2.669155,-5.194144,-8.643474,5.095456,5.588618
10.083804,4.392861,-2.673061,0.509949,-0.549149,-0.546647,2.440000,-4.730541,-4.662139,2.878539,2.661409,-5.241820,-8.614315,5.142226,5.537509
10.083523,4.417437,-2.721368,0.514543,-0.544049,-0.552138,2.450000,-4.670750,-4.676261,2.877422,2.986321,-5.288899,-8.585160,5.188410,5.485933
10.083242,4.441257,-2.769488,0.519080,-0.538904,-0.557579,2.460000,-4.610873,-4.682641,2.875256,3.022234,-5.335379,-8.556021,5.234007,5.433898
10.082961,4.464331,-2.817403,0.523558,-0.533713,-0.562968,2.470000,-4.550921,-4.890220,2.872049,3.055947,-5.381260,-8.526906,5.279016,5.381408
10.082680,4.486670,-2.865097,0.527978,-0.528477,-0.568305,2.480000,-4.490911,-4.263128,2.867805,2.890938,-5.426542,-8.497828,5.323437,5.328469
10.082400,4.508283,-2.912553,0.532340,-0.523198,-0.573590,2.490000,-4.430855,-4.459911,2.862531,2.702892,-5.471223,-8.468796,5.367269,5.275088
10.082120,4.529182,-2.959756,0.536644,-0.517874,-0.578822,2.500000,-4.370766,-4.305676,2.856234,2.975909,-5.515303,-8.439821,5.410512,5.221271
10.081841,4.549378,-3.006689,0.540890,-0.512508,-0.584001,2.510000,-4.310659,-4.423731,2.848920,2.812588,-5.558783,-8.410913,5.453166,5.167023
10.081563,4.568882,-3.053338,0.545077,-0.507099,-0.589126,2.520000,-4.250545,-4.643266,2.840597,2.771197,-5.601662,-8.382082,5.495230,5.112350
10.081286,4.587705,-3.099687,0.549206,-0.501648,-0.594197,2.530000,-4.190437,-3.689907,2.831272,2.722063,-5.643940,-8.353338,5.536705,5.057258
10.081009,4.605861,-3.145721,0.553277,-0.496156,-0.599213,2.540000,-4.130347,-4.445121,2.820953,2.420305,-5.685617,-8.324692,5.577590,5.001754
10.080733,4.623359,-3.191426,0.557289,-0.490623,-0.604175,2.550000,-4.070287,-3.906223,2.809650,3.045750,-5.726694,-8.296154,5.617886,4.945843
10.080459,4.640213,-3.236788,0.561244,-0.485050,-0.609081,2.560000,-4.010267,-3.882147,2.797369,2.577172,-5.767170,-8.267733,5.657594,4.889531
10.080186,4.656434,-3.281793,0.565140,-0.479438,-0.613931,2.570000,-3.950300,-4.114733,2.784119,2.977905,-5.807048,-8.239438,5.696714,4.832824
10.079914,4.672036,-3.326429,0.568978,-0.473787,-0.618726,2.580000,-3.890395,-3.499253,2.769911,2.757951,-5.846326,-8.211281,5.735246,4.775728
10.079644,4.687029,-3.370681,0.572757,-0.468097,-0.623464,2.590000,-3.830563,-3.770511,2.754753,2.616511,-5.885006,-8.183270,5.773191,4.718249
10.079375,4.701428,-3.414538,0.576479,-0.462369,-0.628145,2.600000,-3.770814,-3.558413,2.738654,2.661668,-5.923089,-8.155416,5.810551,4.660393
10.079107,4.715245,-3.457987,0.580143,-0.456604,-0.632768,2.610000,-3.711156,-3.449836,2.721626,2.749130,-5.960576,-8.127726,5.847325,4.602165
10.078841,4.728492,-3.501016,0.583749,-0.450803,-0.637334,2.620000,-3.651600,-4.098815,2.703676,2.745853,-5.997467,-8.100212,5.883515,4.543572
10.078578,4.741182,-3.543614,0.587297,-0.444966,-0.641842,2.630000,-3.592154,-3.515540,2.684817,2.733185,-6.033764,-8.072882,5.919122,4.484620
10.078315,4.753329,-3.585769,0.590788,-0.439093,-0.646292,2.640000,-3.532827,-3.993864,2.665058,2.780547,-6.069468,-8.045744,5.954148,4.425313
10.078055,4.764945,-3.627470,0.594221,-0.433185,-0.650683,2.650000,-3.473625,-3.628744,2.644411,2.705644,-6.104580,-8.018809,5.988593,4.365659
10.077797,4.776044,-3.668707,0.597597,-0.427242,-0.655015,2.660000,-3.414558,-3.618065,2.622885,2.515332,-6.139101,-7.992085,6.022459,4.305663
10.077541,4.786638,-3.709469,0.600915,-0.421267,-0.659287,2.670000,-3.355633,-3.559045,2.600493,2.324133,-6.173034,-7.965581,6.055746,4.245331
10.077287,4.796740,-3.749747,0.604176,-0.415257,-0.663500,2.680000,-3.296855,-3.544039,2.577245,2.771451,-6.206379,-7.939306,6.088458,4.184668
10.077036,4.806364,-3.789531,0.607380,-0.409216,-0.667652,2.690000,-3.238232,-3.220804,2.553153,2.512736,-6.239138,-7.913267,6.120595,4.123680
10.076787,4.815523,-3.828811,0.610528,-0.403142,-0.671745,2.700000,-3.179771,-3.134733,2.528228,2.373711,-6.271313,-7.887475,6.152158,4.062374
10.076540,4.824229,-3.867579,0.613618,-0.397037,-0.675776,2.710000,-3.121476,-2.996802,2.502484,2.673863,-6.302906,-7.861936,6.183150,4.000754
10.076296,4.832495,-3.905826,0.616652,-0.390900,-0.679746,2.720000,-3.063353,-3.038754,2.475930,2.375498,-6.333917,-7.836659,6.213573,3.938827
10.076054,4.840336,-3.943543,0.619630,-0.384734,-0.683655,2.730000,-3.005407,-3.108145,2.448580,2.219988,-6.364350,-7.811653,6.243427,3.876599
10.075815,4.847762,-3.980723,0.622552,-0.378538,-0.687503,2.740000,-2.947643,-2.843383,2.420446,2.426649,-6.394205,-7.786924,6.272715,3.814074
10.075579,4.854789,-4.017357,0.625417,-0.372312,-0.691288,2.750000,-2.890065,-2.907933,2.391540,2.275119,-6.423485,-7.762482,6.301439,3.751259
10.075345,4.861427,-4.053438,0.628227,-0.366058,-0.695011,2.760000,-2.832678,-3.000286,2.361875,2.381770,-6.452191,-7.738334,6.329600,3.688159
10.075115,4.867690,-4.088959,0.630980,-0.359776,-0.698672,2.770000,-2.775484,-2.706595,2.331463,2.240481,-6.480327,-7.714487,6.357200,3.624780
10.074887,4.873591,-4.123914,0.633679,-0.353466,-0.702270,2.780000,-2.718487,-2.630541,2.300317,2.316994,-6.507893,-7.690949,6.384243,3.561128
10.074663,4.879142,-4.158294,0.636322,-0.347129,-0.705804,2.790000,-2.661690,-2.657595,2.268450,2.275653,-6.534891,-7.667727,6.410728,3.497207
10.074442,4.884355,-4.192094,0.638910,-0.340766,-0.709276,2.800000,-2.605095,-2.429074,2.235875,2.201197,-6.561324,-7.644828,6.436659,3.433025
10.074223,4.889244,-4.225308,0.641443,-0.334377,-0.712683,2.810000,-2.548706,-2.645942,2.202604,2.328695,-6.587195,-7.622260,6.462038,3.368585
10.074009,4.893819,-4.257930,0.643921,-0.327962,-0.716027,2.820000,-2.492522,-2.377631,2.168651,2.223942,-6.612504,-7.600029,6.486866,3.303894
10.073797,4.898093,-4.289954,0.646345,-0.321523,-0.719307,2.830000,-2.436547,-2.500379,2.134030,2.027101,-6.637254,-7.578143,6.511146,3.238957
10.073589,4.902078,-4.321375,0.648714,-0.315060,-0.722522,2.840000,-2.380781,-2.041895,2.098753,2.256859,-6.661447,-7.556607,6.534880,3.173780
10.073384,4.905786,-4.352188,0.651029,-0.308572,-0.725672,2.850000,-2.325225,-2.311366,2.062833,1.971791,-6.685086,-7.535429,6.558070,3.108368
10.073183,4.909228,-4.382387,0.653291,-0.302062,-0.728758,2.860000,-2.269880,-2.362989,2.026285,2.059337,-6.708173,-7.514615,6.580717,3.042727
10.072985,4.912416,-4.411968,0.655498,-0.295529,-0.731779,2.870000,-2.214746,-2.231300,1.989121,1.894049,-6.730709,-7.494170,6.602825,2.976861
10.072791,4.915362,-4.440927,0.657652,-0.288974,-0.734734,2.880000,-2.159823,-2.172984,1.951355,2.048272,-6.752697,-7.474103,6.624395,2.910777
10.072601,4.918075,-4.469259,0.659753,-0.282398,-0.737624,2.890000,-2.105110,-2.182460,1.913001,1.910916,-6.774139,-7.454417,6.645430,2.844479
10.072414,4.920568,-4.496960,0.661801,-0.275800,-0.740448,2.900000,-2.050607,-2.214377,1.874072,1.902966,-6.795037,-7.435119,6.665931,2.777974
10.072231,4.922850,-4.524027,0.663795,-0.269182,-0.743206,2.910000,-1.996313,-1.955213,1.834582,1.731119,-6.815393,-7.416216,6.685901,2.711265
10.072052,4.924933,-4.550455,0.665737,-0.262544,-0.745898,2.920000,-1.942226,-1.913396,1.794545,1.836208,-6.835210,-7.397712,6.705341,2.644359
10.071877,4.926827,-4.576241,0.667627,-0.255887,-0.748523,2.930000,-1.888346,-1.935423,1.753974,1.825194,-6.854490,-7.379613,6.724255,2.577261
10.071706,4.928541,-4.601381,0.669464,-0.249211,-0.751082,2.940000,-1.834669,-1.752763,1.712883,1.717806,-6.873234,-7.361924,6.742643,2.509976
10.071539,4.930087,-4.625874,0.671249,-0.242516,-0.753574,2.950000,-1.781195,-1.719249,1.671285,1.756630,-6.891445,-7.344650,6.760508,2.442509
10.071376,4.931473,-4.649714,0.672982,-0.235803,-0.755999,2.960000,-1.727920,-1.789789,1.629195,1.732193,-6.909125,-7.327797,6.777852,2.374865
10.071217,4.932710,-4.672901,0.674663,-0.229074,-0.758357,2.970000,-1.674842,-1.661920,1.586627,1.492151,-6.926276,-7.311370,6.794676,2.307050
10.071063,4.933805,-4.695431,0.676293,-0.222327,-0.760648,2.980000,-1.621958,-1.596721,1.543594,1.454441,-6.942899,-7.295372,6.810984,2.239069
10.070912,4.934770,-4.717301,0.677871,-0.215564,-0.762871,2.990000,-1.569265,-1.475922,1.500110,1.398166,-6.958998,-7.279809,6.826777,2.170927
10.070766,4.935611,-4.738509,0.679398,-0.208785,-0.765027,3.000000,-1.516760,-1.600586,1.456189,1.354948,-6.974573,-7.264686,6.842056,2.102629
10.070624,4.936339,-4.759053,0.680874,-0.201991,-0.767115,3.010000,-1.464439,-1.341694,1.411844,1.407596,-6.989627,-7.250006,6.856824,2.034179
10.070486,4.936961,-4.778932,0.682299,-0.195183,-0.769135,3.020000,-1.412297,-1.352615,1.367091,1.311916,-7.004161,-7.235774,6.871082,1.965584
10.070353,4.937485,-4.798141,0.683673,-0.188360,-0.771086,3.030000,-1.360332,-1.439148,1.321942,1.332664,-7.018178,-7.221993,6.884832,1.896848
10.070224,4.937919,-4.816681,0.684997,-0.181523,-0.772970,3.040000,-1.308539,-1.367614,1.276411,1.284669,-7.031679,-7.208669,6.898077,1.827977
10.070099,4.938271,-4.834549,0.686271,-0.174673,-0.774785,3.050000,-1.256912,-1.343394,1.230513,1.187421,-7.044665,-7.195804,6.910817,1.758974
10.069979,4.938548,-4.851743,0.687494,-0.167810,-0.776532,3.060000,-1.205449,-1.245693,1.184260,1.258585,-7.057140,-7.183402,6.923054,1.689846
10.069864,4.938758,-4.868263,0.688668,-0.160935,-0.778210,3.070000,-1.154142,-1.143693,1.137668,1.158924,-7.069103,-7.171467,6.934790,1.620597
10.069753,4.938906,-4.884106,0.689791,-0.154049,-0.779819,3.080000,-1.102989,-1.135250,1.090750,1.053413,-7.080557,-7.160002,6.946027,1.551232
10.069647,4.939001,-4.899271,0.690865,-0.147151,-0.781360,3.090000,-1.051982,-1.047094,1.043520,1.025315,-7.091504,-7.149011,6.956765,1.481756
10.069545,4.939047,-4.913757,0.691889,-0.140242,-0.782831,3.100000,-1.001117,-1.021138,0.995991,0.932946,-7.101944,-7.138496,6.967007,1.412174
10.069448,4.939051,-4.927563,0.692864,-0.133323,-0.784234,3.110000,-0.950389,-1.021329,0.948178,0.960821,-7.111880,-7.128460,6.976754,1.342491
10.069355,4.939019,-4.940687,0.693789,-0.126395,-0.785567,3.120000,-0.899791,-0.928923,0.900095,0.915928,-7.121312,-7.118907,6.986007,1.272712
10.069268,4.938956,-4.953129,0.694665,-0.119457,-0.786831,3.130000,-0.849317,-0.849313,0.851755,0.860580,-7.130242,-7.109838,6.994768,1.202841
10.069185,4.938867,-4.964888,0.695492,-0.112510,-0.788026,3.140000,-0.798962,-0.832195,0.803172,0.846922,-7.138671,-7.101257,7.003037,1.132884
10.069106,4.938758,-4.975963,0.696270,-0.105555,-0.789151,3.150000,-0.748720,-0.728579,0.754360,0.723640,-7.146601,-7.093166,7.010815,1.062845
10.069033,4.938632,-4.986353,0.696999,-0.098592,-0.790206,3.160000,-0.698583,-0.691783,0.705333,0.733346,-7.154032,-7.085566,7.018105,0.992730
10.068964,4.938495,-4.996057,0.697679,-0.091622,-0.791192,3.170000,-0.648546,-0.652089,0.656105,0.685940,-7.160965,-7.078461,7.024907,0.922543
10.068900,4.938351,-5.005074,0.698311,-0.084646,-0.792108,3.180000,-0.598601,-0.572496,0.606689,0.582968,-7.167402,-7.071852,7.031222,0.852288
10.068841,4.938202,-5.013405,0.698894,-0.077662,-0.792955,3.190000,-0.548743,-0.533083,0.557100,0.501629,-7.173344,-7.065741,7.037050,0.781971
10.068787,4.938054,-5.021048,0.699428,-0.070674,-0.793731,3.200000,-0.498965,-0.524269,0.507351,0.520820,-7.178790,-7.060130,7.042393,0.711597
10.068737,4.937908,-5.028003,0.699914,-0.063679,-0.794438,3.210000,-0.449259,-0.486155,0.457456,0.463831,-7.183743,-7.055020,7.047252,0.641170
10.068693,4.937769,-5.034270,0.700352,-0.056680,-0.795075,3.220000,-0.399618,-0.389140,0.407428,0.437065,-7.188202,-7.050413,7.051626,0.570695
10.068653,4.937638,-5.039847,0.700741,-0.049677,-0.795642,3.230000,-0.350037,-0.367747,0.357283,0.379969,-7.192169,-7.046310,7.055517,0.500177
10.068618,4.937518,-5.044735,0.701082,-0.042669,-0.796139,3.240000,-0.300507,-0.286202,0.307032,0.290571,-7.195643,-7.042712,7.058926,0.429620
10.068588,4.937411,-5.048934,0.701375,-0.035658,-0.796565,3.250000,-0.251021,-0.250143,0.256691,0.261422,-7.198626,-7.039620,7.061852,0.359030
10.068563,4.937319,-5.052442,0.701619,-0.028645,-0.796922,3.260000,-0.201573,-0.206066,0.206273,0.219615,-7.201118,-7.037035,7.064297,0.288410
10.068543,4.937243,-5.055261,0.701816,-0.021628,-0.797208,3.270000,-0.152155,-0.141051,0.155792,0.143636,-7.203119,-7.034958,7.066260,0.217767
10.068528,4.937184,-5.057389,0.701964,-0.014610,-0.797425,3.280000,-0.102760,-0.111995,0.105262,0.108071,-7.204630,-7.033389,7.067742,0.147104
10.068518,4.937144,-5.058827,0.702064,-0.007591,-0.797571,3.290000,-0.053380,-0.048988,0.054696,0.055973,-7.205650,-7.032329,7.068743,0.076427
10.068512,4.937124,-5.059573,0.702116,-0.000570,-0.797647,3.300000,-0.004008,-0.004088,0.004108,0.004017,-7.206180,-7.031779,7.069262,0.005739
10.068512,4.937122,-5.059629,0.702120,0.006451,-0.797652,3.310000,0.045363,0.046573,-0.046488,-0.043907,-7.206220,-7.031737,7.069301,0.064953
10.068516,4.937140,-5.058995,0.702076,0.013472,-0.797588,3.320000,0.094740,0.093850,-0.097079,-0.093858,-7.205769,-7.032205,7.068860,0.135646
10.068526,4.937177,-5.057669,0.701983,0.020493,-0.797453,3.330000,0.144132,0.133289,-0.147649,-0.147385,-7.204829,-7.033183,7.067937,0.206335
10.068540,4.937232,-5.055653,0.701843,0.027513,-0.797248,3.340000,0.193544,0.201177,-0.198187,-0.195259,-7.203397,-7.034669,7.066533,0.277015
10.068560,4.937305,-5.052946,0.701654,0.034531,-0.796973,3.350000,0.242986,0.247049,-0.248677,-0.248152,-7.201475,-7.036664,7.064647,0.347681
